"om","yr","mo","dy","date","time","tz","st","stf","stn","mag","inj","fat","loss","closs","slat","slon","elat","elon","len","wid","ns","sn","sg","f1","f2","f3","f4","fc"
621949,2022,10,29,"2022-10-29","16:03:00",3,"AL",1,0,0,0,0,0,0,30.516,-88.1968,30.5427,-88.1978,1.84,20,1,1,1,97,0,0,0,0
621950,2022,10,29,"2022-10-29","16:10:00",3,"AL",1,0,0,0,0,0,0,30.3159,-87.7587,30.3232,-87.7585,0.5,20,1,1,1,3,0,0,0,0
621951,2022,10,29,"2022-10-29","16:16:00",3,"AL",1,0,1,0,0,0,0,30.3638,-87.7665,30.3703,-87.773,0.59,40,1,1,1,3,0,0,0,0
621952,2022,10,29,"2022-10-29","16:23:00",3,"AL",1,0,0,0,0,0,0,30.613,-88.0551,30.6488,-88.0721,2.67,110,1,1,1,97,0,0,0,0
621953,2022,10,29,"2022-10-29","16:33:00",3,"MS",28,0,-9,0,0,0,0,30.6877,-88.5766,30.7287,-88.577,2.83,25,1,1,1,59,0,0,0,0
621954,2022,10,29,"2022-10-29","17:40:00",3,"AL",1,0,1,0,0,0,0,30.537,-88.2623,30.6075,-88.2537,4.9,250,1,1,1,97,0,0,0,0
621955,2022,10,29,"2022-10-29","17:50:00",3,"AL",1,0,1,0,0,0,0,30.2785,-87.7249,30.3144,-87.7262,2.48,110,1,1,1,3,0,0,0,0
621956,2022,10,29,"2022-10-29","17:57:00",3,"AL",1,0,0,0,0,0,0,30.7087,-88.1346,30.739,-88.1271,2.14,10,1,1,1,97,0,0,0,0
621957,2022,10,29,"2022-10-29","18:09:00",3,"AL",1,0,0,0,0,0,0,30.713,-88.1879,30.7483,-88.1846,2.45,180,1,1,1,97,0,0,0,0
621958,2022,10,29,"2022-10-29","19:51:00",3,"AL",1,0,0,0,0,0,0,30.4426,-87.9109,30.4429,-87.9109,0.02,20,1,1,1,3,0,0,0,0
621959,2022,10,29,"2022-10-29","20:19:00",3,"AL",1,0,0,0,0,0,0,30.6028,-87.894,30.6108,-87.8901,0.6,20,1,1,1,3,0,0,0,0
621960,2022,10,29,"2022-10-29","20:29:00",3,"AL",1,0,1,0,0,0,0,30.6688,-87.8956,30.6723,-87.8944,0.25,20,1,1,1,3,0,0,0,0
621925,2022,10,3,"2022-10-03","13:37:00",3,"AZ",4,0,1,0,0,350000,0,35.36,-112.2108,35.3631,-112.199,0.7,30,1,1,1,5,0,0,0,0
621926,2022,10,8,"2022-10-08","15:25:00",3,"CA",6,0,0,0,0,0,0,33.7,-117.213,33.7024,-117.1861,1.56,50,1,1,1,65,0,0,0,0
621993,2022,11,11,"2022-11-11","14:43:00",3,"VA",51,0,0,0,0,60000,0,37.95,-77.11,37.99,-77.1,2.87,150,1,1,1,97,33,0,0,0
621994,2022,11,11,"2022-11-11","14:59:00",3,"VA",51,0,0,0,0,15000,0,36.93,-77.62,36.96,-77.615,2.09,50,1,1,1,53,0,0,0,0
621995,2022,11,26,"2022-11-26","14:18:00",3,"LA",22,0,1,0,0,35000,0,29.8714,-90.4417,29.88,-90.4357,0.69,200,1,1,1,89,0,0,0,0
621996,2022,11,29,"2022-11-29","16:23:00",3,"MS",28,0,1,0,0,15000,0,31.3824,-90.0697,31.4009,-90.0444,2,200,1,1,1,77,0,0,0,0
621997,2022,11,29,"2022-11-29","17:03:00",3,"MS",28,0,0,0,0,5000,0,31.4257,-89.8311,31.445,-89.7791,3.35,70,1,1,1,65,91,65,0,0
621998,2022,11,29,"2022-11-29","17:11:00",3,"MS",28,0,1,0,0,1e+05,0,33.4605,-89.2425,33.49,-89.1303,6.8,330,1,1,1,19,0,0,0,0
621999,2022,11,29,"2022-11-29","17:13:00",3,"MS",28,0,1,0,0,60000,0,31.4597,-89.7572,31.4852,-89.6994,3.86,400,1,1,1,65,0,0,0,0
622000,2022,11,29,"2022-11-29","18:03:00",3,"LA",22,0,3,1,0,450000,0,31.9743,-92.0655,32.0197,-91.9417,7.9,300,1,1,1,21,0,0,0,0
622001,2022,11,29,"2022-11-29","18:26:00",3,"MS",28,0,2,0,0,1e+06,0,33.5832,-88.4231,33.6137,-88.2838,8.42,1100,1,1,1,87,0,0,0,0
622002,2022,11,29,"2022-11-29","18:30:00",3,"MS",28,0,2,0,0,450000,0,31.8464,-89.2062,31.9586,-89.0584,11.81,330,1,1,1,61,0,0,0,0
622003,2022,11,29,"2022-11-29","18:47:00",3,"MS",28,0,1,0,0,11000,0,33.1509,-89.1935,33.2066,-89.1403,5.06,300,1,1,1,159,19,0,0,0
622004,2022,11,29,"2022-11-29","19:06:00",3,"LA",22,0,-9,0,0,0,0,32.2898,-91.3668,32.2954,-91.3489,1.12,10,1,1,1,65,0,0,0,0
622005,2022,11,29,"2022-11-29","19:32:00",3,"LA",22,0,-9,0,0,0,0,32.3972,-91.0795,32.4001,-91.0735,0.4,10,1,1,1,65,0,0,0,0
622006,2022,11,29,"2022-11-29","19:35:00",3,"MS",28,0,1,0,0,3000,0,33.3312,-88.6363,33.3625,-88.6155,2.47,250,1,1,1,87,0,0,0,0
622007,2022,11,29,"2022-11-29","21:44:00",3,"AL",1,0,1,0,0,0,0,32.8445,-87.9401,32.9362,-87.627,19.26,1200,1,1,1,63,65,63,65,0
622008,2022,11,30,"2022-11-30","00:28:00",3,"AL",1,0,0,0,0,0,0,33.6237,-87.383,33.6122,-87.3514,1.99,50,1,1,1,127,0,0,0,0
622009,2022,11,30,"2022-11-30","00:42:00",3,"MS",28,0,1,0,0,2e+05,0,31.1033,-90.6101,31.117,-90.4469,9.71,250,1,1,1,5,113,0,0,0
622010,2022,11,30,"2022-11-30","00:57:00",3,"AL",1,0,0,0,0,0,0,33.9149,-86.6725,33.9156,-86.6126,3.46,500,1,1,1,9,0,0,0,0
622011,2022,11,30,"2022-11-30","01:11:00",3,"AL",1,0,1,0,0,0,0,32.0608,-87.9057,32.1638,-87.6753,15.49,535,1,1,1,91,0,0,0,0
622012,2022,11,30,"2022-11-30","01:37:00",3,"AL",1,0,0,0,0,0,0,33.6806,-86.064,33.6878,-86.0539,0.79,300,1,1,1,15,0,0,0,0
622013,2022,11,30,"2022-11-30","01:49:00",3,"MS",28,0,2,0,0,150000,0,31.1649,-89.8896,31.1585,-89.7895,5.99,150,1,1,1,91,0,0,0,0
622014,2022,11,30,"2022-11-30","02:27:00",3,"MS",28,0,3,0,0,0,0,31.3351,-88.5049,31.3714,-88.1853,19.03,500,2,0,1,0,0,0,0,0
622014,2022,11,30,"2022-11-30","02:27:00",3,"MS",28,0,1,0,0,0,0,31.3351,-88.5049,31.339,-88.444,3.6,500,2,1,2,41,0,0,0,0
622014,2022,11,30,"2022-11-30","02:30:00",3,"AL",1,0,3,0,0,0,0,31.339,-88.444,31.3714,-88.1853,15.43,500,2,1,2,129,0,0,0,0
622015,2022,11,30,"2022-11-30","03:14:00",3,"AL",1,0,2,2,2,0,0,32.4385,-86.3318,32.4758,-86.1688,9.85,700,1,1,1,51,101,51,0,0
622016,2022,11,30,"2022-11-30","03:38:00",3,"AL",1,0,2,0,0,0,0,32.4892,-86.0017,32.5071,-85.8966,6.26,400,1,1,1,51,0,0,0,0
622017,2022,11,30,"2022-11-30","05:42:00",3,"AL",1,0,0,0,0,0,0,31.8216,-85.7711,31.8181,-85.7474,1.42,150,1,1,1,109,0,0,0,0
622018,2022,11,30,"2022-11-30","05:45:00",3,"AL",1,0,0,0,0,0,0,31.6823,-85.7535,31.6881,-85.742,0.79,150,1,1,1,109,0,0,0,0
622019,2022,11,30,"2022-11-30","06:06:00",3,"AL",1,0,0,0,0,0,0,31.7385,-85.4857,31.7409,-85.3736,6.6,300,1,1,1,5,0,0,0,0
622020,2022,11,30,"2022-11-30","06:42:00",3,"AL",1,0,1,0,0,40000,0,31.1386,-85.5845,31.1258,-85.5582,1.79,50,1,1,1,61,0,0,0,0
622021,2022,11,30,"2022-11-30","08:26:00",3,"GA",13,0,0,0,0,5000,0,31.22,-83.99,31.2205,-83.9896,0.04,25,1,1,1,71,0,0,0,0
622022,2022,11,30,"2022-11-30","08:38:00",3,"GA",13,0,-9,0,0,0,0,31.23,-83.89,31.23,-83.89,0.01,25,1,1,1,71,0,0,0,0
621961,2022,11,4,"2022-11-04","12:30:00",3,"OK",40,0,1,0,0,75000,0,33.912,-96.458,33.948,-96.425,3.4,40,1,1,1,13,0,0,0,0
621962,2022,11,4,"2022-11-04","15:16:00",3,"TX",48,0,4,11,0,5900000,0,33.5995,-95.749,34.117,-95.296,44.71,1700,2,0,1,0,0,0,0,0
621962,2022,11,4,"2022-11-04","15:16:00",3,"TX",48,0,4,10,0,5e+06,0,33.5995,-95.749,33.888,-95.4637,25.91,1350,2,1,2,277,0,0,0,0
621962,2022,11,4,"2022-11-04","15:46:00",3,"OK",40,0,2,1,0,9e+05,0,33.888,-95.464,34.117,-95.296,18.8,1700,2,1,2,23,0,0,0,0
621963,2022,11,4,"2022-11-04","16:08:00",3,"TX",48,0,1,0,0,20000,0,32.9545,-95.7928,32.9988,-95.7388,4.38,150,1,1,1,379,223,0,0,0
621964,2022,11,4,"2022-11-04","16:15:00",3,"TX",48,0,2,0,0,1e+06,0,33.0072,-95.7297,33.0397,-95.698,2.9,160,1,1,1,223,0,0,0,0
621965,2022,11,4,"2022-11-04","16:35:00",3,"TX",48,0,2,0,0,3e+06,0,32.108,-96.0044,32.2438,-95.8046,15.05,150,1,1,1,213,0,0,0,0
621966,2022,11,4,"2022-11-04","16:46:00",3,"OK",40,0,2,1,1,3e+05,0,34.3908,-94.9909,34.4237,-94.9612,2.83,800,1,1,1,89,0,0,0,0
621967,2022,11,4,"2022-11-04","16:51:00",3,"OK",40,0,1,0,0,70000,0,34.4578,-94.9439,34.598,-94.843,11.3,1600,1,1,1,89,79,0,0,0
621968,2022,11,4,"2022-11-04","17:15:00",3,"TX",48,0,4,13,0,3.7e+07,0,33.5047,-95.2418,34.1263,-94.5078,60.23,1056,2,0,1,0,0,0,0,0
621968,2022,11,4,"2022-11-04","17:15:00",3,"TX",48,0,4,7,0,2e+06,0,33.5047,-95.2418,33.8055,-94.9175,27.93,1056,2,1,2,387,0,0,0,0
621969,2022,11,4,"2022-11-04","17:33:00",3,"OK",40,0,1,0,0,75000,0,34.871,-94.589,34.945,-94.519,6.5,900,1,1,1,79,0,0,0,0
621970,2022,11,4,"2022-11-04","17:38:00",3,"TX",48,0,1,0,0,0,0,32.9458,-94.8712,32.9701,-94.8461,2.22,350,1,1,1,63,0,0,0,0
621968,2022,11,4,"2022-11-04","17:44:00",3,"OK",40,0,4,6,0,3.5e+07,0,33.8055,-94.9175,34.1263,-94.5078,32.3,1056,2,1,2,89,0,0,0,0
621971,2022,11,4,"2022-11-04","17:44:00",3,"TX",48,0,3,8,1,5e+06,0,33.0218,-94.8157,33.2064,-94.6241,16.91,650,1,1,1,343,67,0,0,0
621972,2022,11,4,"2022-11-04","17:53:00",3,"AR",5,0,1,0,0,2000,0,35.829,-94.054,35.901,-93.98,6.5,1000,1,1,1,143,0,0,0,0
621973,2022,11,4,"2022-11-04","17:58:00",3,"AR",5,0,1,0,0,4e+05,0,35.019,-94.272,35.097,-94.242,5.8,1000,1,1,1,131,0,0,0,0
621974,2022,11,4,"2022-11-04","18:17:00",3,"TX",48,0,3,0,0,7e+06,0,33.3163,-94.5625,33.506,-94.4142,15.65,800,1,1,1,37,0,0,0,0
621975,2022,11,4,"2022-11-04","18:20:00",3,"AR",5,0,0,0,0,30000,0,36.115,-93.697,36.132,-93.687,1.3,150,1,1,1,87,0,0,0,0
621976,2022,11,4,"2022-11-04","18:22:00",3,"AR",5,0,-9,0,0,0,0,35.228,-94.099,35.232,-94.055,2.5,150,1,1,1,131,47,0,0,0
621977,2022,11,4,"2022-11-04","18:37:00",3,"TX",48,0,2,0,0,2e+06,0,32.9829,-94.645,33.1882,-94.4096,19.67,700,1,1,1,67,0,0,0,0
621978,2022,11,4,"2022-11-04","18:38:00",3,"AR",5,0,1,0,0,75000,0,35.34,-93.913,35.356,-93.859,3.3,350,1,1,1,47,0,0,0,0
621979,2022,11,4,"2022-11-04","18:41:00",3,"AR",5,0,0,0,0,25000,0,35.37,-93.9,35.375,-93.871,1.7,150,1,1,1,47,0,0,0,0
621980,2022,11,4,"2022-11-04","18:43:00",3,"AR",5,0,1,0,0,0,0,34.2862,-94.3135,34.3009,-94.2868,1.8,200,1,1,1,113,0,0,0,0
621981,2022,11,4,"2022-11-04","18:43:00",3,"AR",5,0,1,0,0,2e+05,0,36.307,-93.489,36.391,-93.377,8.5,1100,1,1,1,15,0,0,0,0
621982,2022,11,4,"2022-11-04","18:46:00",3,"AR",5,0,1,0,0,0,0,35.416,-93.829,35.428,-93.777,3.1,1100,1,1,1,47,83,47,0,0
621983,2022,11,4,"2022-11-04","19:37:00",3,"AR",5,0,2,0,0,2e+05,0,34.0178,-93.9763,34.0988,-93.873,8.14,200,1,1,1,61,0,0,0,0
621984,2022,11,4,"2022-11-04","19:49:00",3,"AR",5,0,1,0,0,0,0,34.8638,-93.6553,34.9001,-93.6071,3.7,600,1,1,1,149,0,0,0,0
621985,2022,11,4,"2022-11-04","20:08:00",3,"AR",5,0,2,0,0,0,0,34.2297,-93.6332,34.2476,-93.6141,1.7,75,1,1,1,109,0,0,0,0
621986,2022,11,4,"2022-11-04","20:15:00",3,"AR",5,0,1,0,0,0,0,35.0074,-93.3366,35.0363,-93.3161,2.3,100,1,1,1,149,0,0,0,0
621987,2022,11,4,"2022-11-04","21:00:00",3,"AR",5,0,1,0,0,0,0,33.9722,-93.0618,34.0538,-92.9763,7.7,200,1,1,1,19,0,0,0,0
621988,2022,11,4,"2022-11-04","21:27:00",3,"AR",5,0,1,0,0,0,0,34.268,-92.8255,34.2723,-92.8218,0.4,150,1,1,1,59,0,0,0,0
621989,2022,11,4,"2022-11-04","21:57:00",3,"LA",22,0,0,0,0,3000,0,32.3166,-93.9581,32.3179,-93.9365,1.26,70,1,1,1,17,0,0,0,0
621990,2022,11,4,"2022-11-04","22:04:00",3,"AR",5,0,2,0,0,0,0,34.5138,-92.4014,34.5267,-92.3778,1.6,200,1,1,1,125,0,0,0,0
621991,2022,11,5,"2022-11-05","10:06:00",3,"IL",17,0,0,0,0,0,0,41.7172,-88.5733,41.7674,-88.5499,3.7,100,1,1,1,93,89,0,0,0
621992,2022,11,8,"2022-11-08","15:40:00",3,"CA",6,0,0,0,0,0,0,38.33,-121.32,38.33,-121.32,0.8,400,1,1,1,67,0,0,0,0
622023,2022,12,12,"2022-12-12","21:21:00",3,"OK",40,0,-9,0,0,0,0,36.6188,-100.6606,36.629,-100.6426,1.22,50,1,1,1,7,0,0,0,0
622024,2022,12,12,"2022-12-12","21:38:00",3,"OK",40,0,0,0,0,0,0,36.6843,-100.524,36.6885,-100.5133,0.66,50,1,1,1,7,0,0,0,0
622025,2022,12,13,"2022-12-13","00:13:00",3,"OK",40,0,-9,0,0,0,0,35.158,-99.91,35.158,-99.91,0.2,40,1,1,1,9,0,0,0,0
622026,2022,12,13,"2022-12-13","04:24:00",3,"OK",40,0,1,0,0,3000,0,34.523,-97.973,34.525,-97.968,0.32,50,1,1,1,137,0,0,0,0
622027,2022,12,13,"2022-12-13","04:51:00",3,"OK",40,0,2,0,0,75000,0,34.741,-97.746,34.743,-97.736,0.6,50,1,1,1,51,0,0,0,0
622028,2022,12,13,"2022-12-13","05:27:00",3,"OK",40,0,2,0,0,80000,0,34.91,-97.318,34.969,-97.271,4.9,300,1,1,1,87,27,0,0,0
622029,2022,12,13,"2022-12-13","05:35:00",3,"TX",48,0,2,0,0,0,0,32.2965,-98.6678,32.3764,-98.503,11.13,355,1,1,1,133,0,0,0,0
622030,2022,12,13,"2022-12-13","05:46:00",3,"OK",40,0,0,0,0,5000,0,34.938,-97.116,34.944,-97.11,0.6,30,1,1,1,125,0,0,0,0
622031,2022,12,13,"2022-12-13","05:55:00",3,"OK",40,0,1,0,0,5000,0,34.511,-97.34,34.553,-97.287,4.2,100,1,1,1,49,0,0,0,0
622032,2022,12,13,"2022-12-13","06:10:00",3,"TX",48,0,0,0,0,0,0,32.8785,-98.0565,32.8848,-98.0397,1.07,50,1,1,1,367,0,0,0,0
622033,2022,12,13,"2022-12-13","06:31:00",3,"TX",48,0,1,0,0,0,0,32.5735,-98.138,32.6076,-98.0891,3.7,230,1,1,1,363,0,0,0,0
622034,2022,12,13,"2022-12-13","06:59:00",3,"TX",48,0,2,2,0,0,0,33.1195,-97.6563,33.2154,-97.5338,9.71,370,1,1,1,497,0,0,0,0
622035,2022,12,13,"2022-12-13","07:00:00",3,"TX",48,0,0,0,0,0,0,32.7259,-97.8788,32.7289,-97.8672,0.71,50,1,1,1,367,0,0,0,0
622036,2022,12,13,"2022-12-13","07:34:00",3,"TX",48,0,1,0,0,0,0,32.3331,-98.0242,32.3359,-98.0134,0.66,44,1,1,1,143,0,0,0,0
622037,2022,12,13,"2022-12-13","07:44:00",3,"TX",48,0,0,0,0,30000,0,33.7232,-97.0697,33.7265,-97.0631,0.44,150,1,1,1,97,0,0,0,0
622038,2022,12,13,"2022-12-13","08:10:00",3,"TX",48,0,0,0,0,50000,0,32.7693,-97.4337,32.7778,-97.4245,0.81,25,1,1,1,439,0,0,0,0
622039,2022,12,13,"2022-12-13","08:14:00",3,"TX",48,0,1,0,0,1000,0,32.7945,-97.4096,32.797,-97.4085,0.18,40,1,1,1,439,0,0,0,0
622040,2022,12,13,"2022-12-13","08:18:00",3,"TX",48,0,0,0,0,1000,0,32.8294,-97.3387,32.8316,-97.3334,0.34,25,1,1,1,439,0,0,0,0
622041,2022,12,13,"2022-12-13","08:34:00",3,"TX",48,0,1,0,0,0,0,32.8863,-97.2055,32.9041,-97.1819,1.85,40,1,1,1,439,0,0,0,0
622042,2022,12,13,"2022-12-13","08:42:00",3,"TX",48,0,1,5,0,0,0,32.9282,-97.1016,32.9587,-97.0628,3.11,150,1,1,1,439,0,0,0,0
622043,2022,12,13,"2022-12-13","08:49:00",3,"TX",48,0,1,0,0,0,0,32.965,-97.044,32.9747,-97.0381,0.75,100,1,1,1,439,0,0,0,0
622044,2022,12,13,"2022-12-13","09:47:00",3,"TX",48,0,2,2,0,0,0,33.2981,-96.4287,33.4412,-96.1858,17.61,225,1,1,1,85,147,0,0,0
622045,2022,12,13,"2022-12-13","10:12:00",3,"TX",48,0,1,0,0,0,0,33.3566,-96.1333,33.4217,-96.0528,6.6,50,1,1,1,231,147,0,0,0
622046,2022,12,13,"2022-12-13","10:45:00",3,"TX",48,0,2,0,0,0,0,33.6144,-95.8268,33.6895,-95.6763,10.21,200,1,1,1,277,0,0,0,0
622047,2022,12,13,"2022-12-13","15:38:00",3,"TX",48,0,2,0,0,85000,0,32.3323,-94.2154,32.4211,-94.0992,9.15,460,1,1,1,365,203,0,0,0
622048,2022,12,13,"2022-12-13","16:36:00",3,"LA",22,0,2,2,2,5e+05,0,32.221,-94.0102,32.2569,-93.969,3.46,700,1,1,1,17,0,0,0,0
622049,2022,12,13,"2022-12-13","20:23:00",3,"LA",22,0,3,14,0,1200000,0,32.772,-92.4683,32.8477,-92.3409,9.06,500,1,1,1,111,0,0,0,0
622050,2022,12,13,"2022-12-13","22:26:00",3,"LA",22,0,1,0,0,40000,0,31.0599,-92.5369,31.0927,-92.511,2.74,100,1,1,1,79,0,0,0,0
622051,2022,12,13,"2022-12-13","22:31:00",3,"LA",22,0,1,0,0,75000,0,31.1208,-92.4855,31.2095,-92.4185,7.3,150,1,1,1,79,0,0,0,0
622052,2022,12,13,"2022-12-13","23:11:00",3,"MS",28,0,2,3,0,3200000,3e+05,32.97,-90.84,32.98,-90.82,1.06,250,1,1,1,125,0,0,0,0
622053,2022,12,13,"2022-12-13","23:21:00",3,"MS",28,0,2,0,0,412000,40000,32.6,-91,32.7,-90.87,10.26,400,1,1,1,55,125,0,0,0
622054,2022,12,13,"2022-12-13","23:56:00",3,"MS",28,0,1,0,0,115000,50000,33.24,-90.5,33.27,-90.46,3.15,200,1,1,1,53,0,0,0,0
622055,2022,12,14,"2022-12-14","01:04:00",3,"MS",28,0,0,0,0,0,5000,33.12,-90.19,33.19,-90.14,5.91,100,1,1,1,51,0,0,0,0
622056,2022,12,14,"2022-12-14","05:16:00",3,"MS",28,0,0,0,0,0,5000,32.08,-90.32,32.09,-90.31,0.8,70,1,1,1,49,0,0,0,0
622057,2022,12,14,"2022-12-14","09:25:00",3,"LA",22,0,-9,0,0,0,0,30.7663,-92.2172,30.7663,-92.2172,0.01,1,1,1,1,39,0,0,0,0
622058,2022,12,14,"2022-12-14","10:49:00",3,"LA",22,0,2,16,0,5e+05,0,29.9533,-91.8382,30.0009,-91.7708,5.2,300,1,1,1,45,0,0,0,0
622059,2022,12,14,"2022-12-14","10:52:00",3,"LA",22,0,-9,0,0,0,0,29.9523,-91.8281,29.955,-91.8267,0.2,10,1,1,1,45,0,0,0,0
622060,2022,12,14,"2022-12-14","12:10:00",3,"LA",22,0,1,0,0,5000,0,30.5782,-90.3747,30.6225,-90.3251,4.25,50,1,1,1,105,0,0,0,0
622061,2022,12,14,"2022-12-14","14:21:00",3,"LA",22,0,2,8,1,250000,0,29.9916,-90.4992,30.0342,-90.4375,4.72,75,1,1,1,89,0,0,0,0
622062,2022,12,14,"2022-12-14","15:02:00",3,"LA",22,0,0,0,0,1e+05,0,29.5651,-90.7226,29.5823,-90.7041,1.63,50,1,1,1,109,0,0,0,0
622063,2022,12,14,"2022-12-14","15:17:00",3,"AL",1,0,1,0,0,0,0,32.3698,-88.2732,32.4133,-88.2201,4.4,225,1,1,1,119,0,0,0,0
622064,2022,12,14,"2022-12-14","15:49:00",3,"LA",22,0,2,10,0,1.5e+08,0,29.8773,-90.1239,29.9668,-89.9804,10.59,200,1,1,1,51,71,87,0,0
622065,2022,12,14,"2022-12-14","15:57:00",3,"MS",28,0,0,0,0,5000,0,30.725,-89.3626,30.738,-89.3502,1.16,50,1,1,1,109,0,0,0,0
622066,2022,12,14,"2022-12-14","17:40:00",3,"AL",1,0,2,0,0,0,0,31.68,-88.214,31.7201,-88.182,3.36,140,1,1,1,129,23,0,0,0
622067,2022,12,14,"2022-12-14","17:49:00",3,"AL",1,0,2,0,0,0,0,31.7296,-88.1707,31.7489,-88.1505,1.79,120,1,1,1,23,0,0,0,0
622068,2022,12,14,"2022-12-14","17:52:00",3,"MS",28,0,1,0,0,0,0,30.3908,-88.9702,30.4163,-88.9451,2.31,100,1,1,1,47,0,0,0,0
622069,2022,12,14,"2022-12-14","18:54:00",3,"FL",12,0,0,0,0,0,0,30.07,-84.92,30.12,-84.905,3.57,25,1,1,1,77,0,0,0,0
622070,2022,12,14,"2022-12-14","19:54:00",3,"FL",12,0,0,0,0,0,0,29.9233,-84.7343,29.9281,-84.7338,0.33,210,1,1,1,37,0,0,0,0
622071,2022,12,14,"2022-12-14","20:29:00",3,"FL",12,0,1,0,0,50000,0,30.053,-84.548,30.114,-84.484,5.69,75,1,1,1,129,0,0,0,0
622072,2022,12,14,"2022-12-14","20:55:00",3,"FL",12,0,0,0,0,0,0,30.678,-86.029,30.7,-86.02,1.61,25,1,1,1,131,0,0,0,0
622073,2022,12,14,"2022-12-14","21:14:00",3,"FL",12,0,0,0,0,0,0,30.274,-84.348,30.292,-84.334,1.5,25,1,1,1,129,0,0,0,0
622074,2022,12,15,"2022-12-15","04:27:00",3,"GA",13,0,2,0,0,1e+06,0,31.3039,-83.9463,31.329,-83.9309,1.96,280,1,1,1,71,0,0,0,0
622075,2022,12,15,"2022-12-15","11:16:00",3,"LA",22,0,1,0,0,20000,0,30.112,-91.639,30.113,-91.638,0.09,50,1,1,1,99,0,0,0,0
