"om","yr","mo","dy","date","time","tz","st","stf","stn","mag","inj","fat","loss","closs","slat","slon","elat","elon","len","wid","ns","sn","sg","f1","f2","f3","f4","fc"
619172,2020,6,7,"2020-06-07","18:20:00",3,"ND",38,0,-9,0,0,0,0,46.26,-98.98,46.2629,-98.9723,0.42,30,1,1,1,21,0,0,0,0
619173,2020,6,7,"2020-06-07","19:30:00",3,"SD",46,0,0,0,0,0,0,45.7796,-98.6655,45.8018,-98.5591,5.35,50,1,1,1,13,0,0,0,0
619174,2020,6,7,"2020-06-07","19:52:00",3,"ND",38,0,0,0,0,0,0,47.97,-98.35,47.97,-98.35,0.1,50,1,1,1,63,0,0,0,0
619175,2020,6,8,"2020-06-08","15:17:00",3,"ND",38,0,0,0,0,0,0,47.57,-97.9,47.57,-97.9,0.1,50,1,1,1,91,0,0,0,0
619176,2020,6,8,"2020-06-08","15:30:00",3,"ND",38,0,1,0,0,35000,0,47.65,-97.9,47.73,-97.82,7,250,1,1,1,91,35,0,0,0
619177,2020,6,8,"2020-06-08","16:09:00",3,"ND",38,0,0,0,0,5000,2000,47.85,-97.49,47.8995,-97.4695,3,150,1,1,1,35,0,0,0,0
619178,2020,6,8,"2020-06-08","17:48:00",3,"NE",31,0,0,0,0,0,0,41.52,-100.14,41.52,-100.14,0.01,10,1,1,1,41,0,0,0,0
619179,2020,6,8,"2020-06-08","18:17:00",3,"MN",27,0,1,0,0,6000,0,48.38,-96.16,48.43,-96.0173,9,300,1,1,1,89,0,0,0,0
619180,2020,6,8,"2020-06-08","18:26:00",3,"NE",31,0,0,0,0,0,0,41.23,-100.37,41.23,-100.37,0.01,10,1,1,1,111,0,0,0,0
619181,2020,6,8,"2020-06-08","18:46:00",3,"NE",31,0,0,0,0,0,0,41.77,-99.78,41.77,-99.78,0.01,10,1,1,1,9,0,0,0,0
619182,2020,6,8,"2020-06-08","18:53:00",3,"NE",31,0,0,0,0,0,0,41.38,-100.19,41.38,-100.19,0.01,10,1,1,1,41,0,0,0,0
619183,2020,6,8,"2020-06-08","19:20:00",3,"NE",31,0,0,0,0,0,0,41.48,-99.92,41.48,-99.92,0.01,10,1,1,1,41,0,0,0,0
619184,2020,6,8,"2020-06-08","19:45:00",3,"MN",27,0,1,0,0,10000,0,48.58,-95.27,48.6,-95.24,1.2,100,1,1,1,77,0,0,0,0
619185,2020,6,8,"2020-06-08","22:34:00",3,"SD",46,0,-9,0,0,0,0,44.1714,-97.5624,44.1716,-97.5623,0.01,5,1,1,1,97,0,0,0,0
619186,2020,6,9,"2020-06-09","16:35:00",3,"MN",27,0,0,0,0,0,0,44.8795,-95.1011,44.8841,-95.0991,0.33,25,1,1,1,129,0,0,0,0
619187,2020,6,9,"2020-06-09","17:03:00",3,"NE",31,0,-9,0,0,0,0,40.16,-97.23,40.16,-97.23,0.1,1,1,1,1,95,0,0,0,0
619188,2020,6,9,"2020-06-09","17:24:00",3,"IL",17,0,-9,0,0,0,0,40.6997,-88.1472,40.7435,-88.0872,4.36,75,1,1,1,53,75,0,0,0
619189,2020,6,9,"2020-06-09","17:26:00",3,"KS",20,0,-9,0,0,0,0,39.79,-96.29,39.79,-96.29,0.01,10,1,1,1,117,0,0,0,0
619190,2020,6,9,"2020-06-09","18:32:00",3,"OH",39,0,0,0,0,10000,0,40.0774,-84.354,40.0781,-84.3456,0.5,75,1,1,1,109,0,0,0,0
619191,2020,6,9,"2020-06-09","19:03:00",3,"MO",29,0,0,0,0,0,0,40.0401,-95.1604,40.0401,-95.1604,0.01,25,1,1,1,87,0,0,0,0
619274,2020,7,10,"2020-07-10","15:35:00",3,"SD",46,0,1,0,0,0,0,44.379,-104.03,44.325,-103.74,14.81,250,1,1,1,81,0,0,0,0
619275,2020,7,10,"2020-07-10","18:42:00",3,"SD",46,0,0,0,0,0,0,43.223,-102.06,43.118,-101.882,11.54,500,1,1,1,7,0,0,0,0
619276,2020,7,11,"2020-07-11","12:06:00",3,"MN",27,0,1,0,0,20000,1000,46.74,-96.17,46.7023,-96.1675,1.5,30,1,1,1,5,0,0,0,0
619277,2020,7,11,"2020-07-11","13:31:00",3,"ME",23,0,0,0,0,4000,0,43.8952,-70.7593,43.9474,-70.6933,4.86,100,1,1,1,17,5,0,0,0
619278,2020,7,11,"2020-07-11","14:09:00",3,"MN",27,0,0,0,0,25000,0,44.2047,-94.1376,44.1786,-94.1048,2.43,125,1,1,1,103,0,0,0,0
619279,2020,7,11,"2020-07-11","18:59:00",3,"TX",48,0,0,0,0,0,0,35.1591,-101.893,35.1579,-101.891,0.14,45,1,1,1,381,0,0,0,0
619280,2020,7,11,"2020-07-11","23:04:00",3,"OK",40,0,0,0,0,20000,0,35.266,-97.369,35.266,-97.369,0.2,10,1,1,1,27,0,0,0,0
619281,2020,7,12,"2020-07-12","17:50:00",3,"CO",8,0,-9,0,0,0,0,38.8475,-102.437,38.8388,-102.411,1.52,75,1,1,1,17,0,0,0,0
619282,2020,7,14,"2020-07-14","14:24:00",3,"MS",28,0,0,0,0,8000,0,30.3477,-89.4075,30.3477,-89.4075,1,25,1,1,1,45,0,0,0,0
619283,2020,7,14,"2020-07-14","16:45:00",3,"FL",12,0,0,0,0,0,0,26.71,-80.15,26.71,-80.15,0.25,25,1,1,1,99,0,0,0,0
619284,2020,7,14,"2020-07-14","19:00:00",3,"CO",8,0,-9,0,0,0,0,38.03,-103.26,38.0522,-103.2278,2.33,50,1,1,1,11,0,0,0,0
619285,2020,7,14,"2020-07-14","19:02:00",3,"TX",48,0,-9,0,0,0,0,36.298,-101.5286,36.2945,-101.505,1.34,50,1,1,1,195,0,0,0,0
619286,2020,7,15,"2020-07-15","12:37:00",3,"IL",17,0,-9,0,0,0,0,40.4312,-89.6766,40.4328,-89.6755,0.12,10,1,1,1,179,0,0,0,0
619287,2020,7,15,"2020-07-15","12:45:00",3,"IL",17,0,-9,0,0,0,0,40.5094,-89.65,40.5112,-89.6492,0.13,10,1,1,1,179,0,0,0,0
619288,2020,7,15,"2020-07-15","15:04:00",3,"IL",17,0,-9,0,0,0,0,40.7306,-88.8566,40.7335,-88.8554,0.21,10,1,1,1,113,0,0,0,0
619289,2020,7,15,"2020-07-15","15:28:00",3,"IL",17,0,0,0,0,20000,70000,39.6426,-89.9681,39.6992,-89.9428,4.14,50,1,1,1,137,167,0,0,0
619290,2020,7,15,"2020-07-15","15:47:00",3,"IL",17,0,-9,0,0,0,0,39.4062,-89.9277,39.4077,-89.9258,0.15,15,1,1,1,117,0,0,0,0
619291,2020,7,15,"2020-07-15","15:58:00",3,"IL",17,0,0,0,0,0,0,39.0338,-89.6904,39.0767,-89.6673,3.21,75,1,1,1,135,0,0,0,0
619292,2020,7,15,"2020-07-15","16:05:00",3,"IL",17,0,0,0,0,0,0,39.0907,-89.5977,39.0987,-89.5953,0.57,50,1,1,1,135,0,0,0,0
619293,2020,7,15,"2020-07-15","16:18:00",3,"IL",17,0,0,0,0,0,5000,39.4725,-89.6871,39.529,-89.6676,4.53,300,1,1,1,135,167,0,0,0
619294,2020,7,15,"2020-07-15","18:03:00",3,"NM",35,0,0,0,0,0,0,34.5113,-106.7164,34.516,-106.7143,0.35,30,1,1,1,53,0,0,0,0
619295,2020,7,15,"2020-07-15","22:40:00",3,"IN",18,0,1,0,0,95000,10000,38.0116,-87.7395,38.0401,-87.67,4.33,80,1,1,1,129,163,0,0,0
619296,2020,7,16,"2020-07-16","14:15:00",3,"NY",36,0,0,0,0,5000,0,42.57,-79.05,42.5846,-79.0219,1.75,50,1,1,1,29,0,0,0,0
619297,2020,7,16,"2020-07-16","14:50:00",3,"NY",36,0,1,0,0,150000,0,42.3259,-79.4684,42.3365,-79.4432,1.5,35,1,1,1,13,0,0,0,0
619298,2020,7,16,"2020-07-16","16:05:00",3,"FL",12,0,0,0,0,0,8000,27.45,-82.69,27.4494,-82.6925,0.16,75,1,1,1,81,0,0,0,0
619299,2020,7,17,"2020-07-17","13:59:00",3,"ND",38,0,0,0,0,0,0,48.29,-99.25,48.29,-99.25,0.1,30,1,1,1,5,0,0,0,0
619300,2020,7,17,"2020-07-17","14:47:00",3,"ND",38,0,1,0,0,20000,2000,48.27,-99.26,48.27,-99.26,0.25,40,1,1,1,5,0,0,0,0
619301,2020,7,17,"2020-07-17","15:54:00",3,"MN",27,0,1,0,0,350000,5000,48.35,-96.86,48.33,-96.7982,3.16,150,1,1,1,89,0,0,0,0
619302,2020,7,17,"2020-07-17","23:59:00",3,"MN",27,0,1,0,0,0,0,45.7097,-93.3828,45.7083,-93.3214,2.96,150,1,1,1,59,0,0,0,0
619303,2020,7,18,"2020-07-18","00:17:00",3,"MN",27,0,0,0,0,0,0,45.6716,-93.1011,45.6627,-93.0783,1.26,75,1,1,1,25,0,0,0,0
619304,2020,7,18,"2020-07-18","00:48:00",3,"WI",55,0,1,0,0,0,0,46.6036,-91.6702,46.6062,-91.6623,0.42,50,1,1,1,31,0,0,0,0
619305,2020,7,18,"2020-07-18","01:51:00",3,"WI",55,0,1,0,0,0,0,46.4429,-90.9128,46.4499,-90.9054,0.6,50,1,1,1,3,0,0,0,0
619306,2020,7,18,"2020-07-18","20:42:00",3,"MN",27,0,0,0,0,0,0,44.8809,-92.9104,44.9021,-92.8605,2.85,180,1,1,1,163,0,0,0,0
619307,2020,7,18,"2020-07-18","20:54:00",3,"MN",27,0,1,0,0,1e+05,0,44.8167,-92.8458,44.8338,-92.6562,9.46,400,2,0,1,0,0,0,0,0
619307,2020,7,18,"2020-07-18","20:54:00",3,"MN",27,0,1,0,0,1e+05,0,44.8167,-92.8458,44.8134,-92.7801,3.23,400,2,1,2,163,0,0,0,0
619307,2020,7,18,"2020-07-18","21:00:00",3,"WI",55,0,0,0,0,0,0,44.8134,-92.7801,44.8338,-92.6562,6.23,400,2,1,2,93,0,0,0,0
619308,2020,7,18,"2020-07-18","23:50:00",3,"WI",55,0,1,0,0,120000,3000,44.55,-91.2933,44.5373,-91.2219,3.62,200,1,1,1,121,0,0,0,0
619309,2020,7,19,"2020-07-19","18:29:00",3,"CO",8,0,0,0,0,0,0,40.69,-102.43,40.69,-102.43,0.01,50,1,1,1,95,0,0,0,0
619310,2020,7,20,"2020-07-20","14:01:00",3,"IL",17,0,0,0,0,15000,0,37.1898,-88.6992,37.1905,-88.6946,0.26,30,1,1,1,127,0,0,0,0
619311,2020,7,20,"2020-07-20","14:10:00",3,"ND",38,0,-9,0,0,0,0,47.71,-101.9,47.7125,-101.8967,0.23,25,1,1,1,55,0,0,0,0
619312,2020,7,21,"2020-07-21","15:05:00",3,"IL",17,0,1,0,0,3e+05,50000,39.5972,-89.813,39.6117,-89.7332,4.36,100,1,1,1,167,0,0,0,0
619313,2020,7,21,"2020-07-21","15:18:00",3,"IL",17,0,-9,0,0,0,0,39.5135,-89.5666,39.5151,-89.5634,0.2,10,1,1,1,135,0,0,0,0
619314,2020,7,21,"2020-07-21","16:22:00",3,"WI",55,0,0,0,0,0,0,45.3425,-92.224,45.3425,-92.22,0.19,25,1,1,1,95,0,0,0,0
619315,2020,7,21,"2020-07-21","16:50:00",3,"WI",55,0,0,0,0,0,0,45.3397,-92.092,45.3413,-92.0603,1.54,20,1,1,1,5,0,0,0,0
619316,2020,7,21,"2020-07-21","17:40:00",3,"WI",55,0,0,0,0,0,0,45.1047,-91.8261,45.1046,-91.8243,0.09,25,1,1,1,33,0,0,0,0
619317,2020,7,21,"2020-07-21","19:12:00",3,"WI",55,0,0,0,0,0,0,44.9041,-91.5972,44.9095,-91.5272,3.45,25,1,1,1,17,0,0,0,0
619318,2020,7,21,"2020-07-21","19:44:00",3,"WI",55,0,0,0,0,0,0,44.9425,-91.1853,44.9512,-91.1272,2.9,150,1,1,1,17,0,0,0,0
619319,2020,7,22,"2020-07-22","13:42:00",3,"TX",48,0,-9,0,0,0,0,33.55,-101.2,33.55,-101.2,0.01,10,1,1,1,107,0,0,0,0
619320,2020,7,23,"2020-07-23","14:57:00",3,"SD",46,0,0,0,0,0,0,44.97,-103.5732,44.97,-103.5732,0.05,10,1,1,1,19,0,0,0,0
619321,2020,7,24,"2020-07-24","11:55:00",3,"AZ",4,0,0,0,0,0,0,35.222,-113.8609,35.236,-113.8579,0.98,50,1,1,1,15,0,0,0,0
619322,2020,7,24,"2020-07-24","17:00:00",3,"AZ",4,0,0,0,0,0,0,33.63,-111.56,33.6262,-111.5643,0.36,50,1,1,1,13,0,0,0,0
619323,2020,7,25,"2020-07-25","01:26:00",3,"MN",27,0,0,0,0,0,5000,46.77,-96.25,46.77,-96.25,0.4,40,1,1,1,27,0,0,0,0
619324,2020,7,25,"2020-07-25","11:48:00",3,"TX",48,0,-9,0,0,0,0,28.16,-97.35,28.16,-97.35,0.1,25,1,1,1,391,0,0,0,0
619325,2020,7,25,"2020-07-25","17:31:00",3,"MN",27,0,1,0,0,0,0,44.5851,-94.2473,44.6115,-94.2376,1.89,50,1,1,1,143,0,0,0,0
619326,2020,7,25,"2020-07-25","17:37:00",3,"MN",27,0,0,0,0,0,0,44.6018,-94.2095,44.6043,-94.2083,0.18,15,1,1,1,143,0,0,0,0
619327,2020,7,25,"2020-07-25","21:11:00",3,"TX",48,0,0,0,0,10000,0,28.11,-97.914,28.115,-97.955,2.52,100,1,1,1,297,0,0,0,0
619328,2020,7,25,"2020-07-25","21:30:00",3,"TX",48,0,0,0,0,5000,0,28.057,-97.895,28.062,-97.903,0.6,100,1,1,1,297,0,0,0,0
619329,2020,7,26,"2020-07-26","02:32:00",3,"TX",48,0,0,0,0,250000,0,25.8729,-97.4287,25.9222,-97.4355,3.43,50,1,1,1,61,0,0,0,0
619330,2020,7,26,"2020-07-26","04:10:00",3,"TX",48,0,0,0,0,50000,0,29.2917,-98.0723,29.3193,-98.1164,3.27,20,1,1,1,493,0,0,0,0
619331,2020,7,26,"2020-07-26","17:53:00",3,"AL",1,0,-9,0,0,0,0,34.6222,-86.9535,34.6214,-86.9484,0.23,25,1,1,1,83,0,0,0,0
619332,2020,7,29,"2020-07-29","12:45:00",3,"MO",29,0,0,0,0,0,0,39.37,-94.5819,39.3738,-94.5829,0.27,20,1,1,1,47,0,0,0,0
619333,2020,7,29,"2020-07-29","16:53:00",3,"NY",36,0,0,0,0,10000,1000,43,-77.82,43.0019,-77.744,4.2,100,1,1,1,55,0,0,0,0
619235,2020,7,1,"2020-07-01","11:50:00",3,"AR",5,0,0,0,0,0,0,36.2022,-90.3137,36.2022,-90.3129,0.05,25,1,1,1,55,0,0,0,0
619236,2020,7,1,"2020-07-01","18:33:00",3,"KS",20,0,1,0,0,2e+05,0,37.3238,-100.9475,37.3003,-100.8386,6.2,100,1,1,1,175,0,0,0,0
619237,2020,7,2,"2020-07-02","12:46:00",3,"CO",8,0,0,0,0,0,0,39.91,-103.25,39.91,-103.25,0.01,50,1,1,1,121,0,0,0,0
619238,2020,7,2,"2020-07-02","13:29:00",3,"CO",8,0,0,0,0,0,0,39.68,-103.34,39.68,-103.34,0.01,50,1,1,1,121,0,0,0,0
619239,2020,7,2,"2020-07-02","13:46:00",3,"CO",8,0,0,0,0,0,0,39.79,-103.11,39.79,-103.11,0.01,50,1,1,1,121,0,0,0,0
619240,2020,7,2,"2020-07-02","14:19:00",3,"CO",8,0,0,0,0,0,0,39.62,-103.01,39.62,-103.01,0.01,50,1,1,1,121,0,0,0,0
619241,2020,7,2,"2020-07-02","14:24:00",3,"CO",8,0,0,0,0,0,0,40.22,-103.41,40.22,-103.41,0.01,50,1,1,1,121,0,0,0,0
619242,2020,7,2,"2020-07-02","14:40:00",3,"CO",8,0,-9,0,0,0,0,39.5486,-102.7615,39.5548,-102.7571,0.49,30,1,1,1,63,0,0,0,0
619243,2020,7,2,"2020-07-02","16:30:00",3,"CO",8,0,-9,0,0,0,0,39.2671,-102.684,39.2739,-102.6914,0.62,30,1,1,1,63,0,0,0,0
619244,2020,7,2,"2020-07-02","17:30:00",3,"NE",31,0,2,0,0,0,0,42.45,-103.25,42.45,-103.25,3.4,250,1,1,1,45,0,0,0,0
619245,2020,7,4,"2020-07-04","16:30:00",3,"NM",35,0,0,0,0,0,0,36.59,-103.85,36.5894,-103.8498,0.04,30,1,1,1,59,0,0,0,0
619246,2020,7,4,"2020-07-04","17:30:00",3,"MN",27,0,0,0,0,0,0,48.42,-95.83,48.42,-95.83,0.1,25,1,1,1,89,0,0,0,0
619247,2020,7,4,"2020-07-04","18:02:00",3,"IL",17,0,-9,0,0,0,0,41.6103,-89.6091,41.6098,-89.611,0.1,25,1,1,1,103,0,0,0,0
619248,2020,7,4,"2020-07-04","18:35:00",3,"SD",46,0,2,0,0,0,0,45.6688,-98.798,45.6423,-98.7581,2.66,150,1,1,1,89,0,0,0,0
619249,2020,7,6,"2020-07-06","17:26:00",3,"WY",56,0,-9,0,0,0,0,44.872,-104.908,44.832,-104.859,3.66,50,1,1,1,11,0,0,0,0
619250,2020,7,6,"2020-07-06","18:38:00",3,"WY",56,0,2,0,0,0,0,44.294,-104.096,44.289,-104.055,2.06,770,1,1,1,11,0,0,0,0
619251,2020,7,6,"2020-07-06","18:44:00",3,"SD",46,0,2,0,0,0,0,44.289,-104.055,44.293,-103.953,5.05,770,1,1,1,81,0,0,0,0
619252,2020,7,7,"2020-07-07","14:51:00",3,"IN",18,0,0,0,0,0,0,38.47,-87.22,38.4708,-87.2112,0.48,30,1,1,1,125,0,0,0,0
619253,2020,7,7,"2020-07-07","15:58:00",3,"MT",30,0,0,0,0,0,0,46.9771,-108.378,46.9779,-108.3753,0.14,20,1,1,1,69,0,0,0,0
619254,2020,7,7,"2020-07-07","16:10:00",3,"MT",30,0,0,0,0,0,0,47.1774,-108.5215,47.1789,-108.5189,0.15,50,1,1,1,69,0,0,0,0
619255,2020,7,7,"2020-07-07","22:30:00",3,"ND",38,0,1,0,0,10000,0,47.2208,-100.9934,47.2204,-100.9888,0.22,50,1,1,1,65,0,0,0,0
619256,2020,7,8,"2020-07-08","03:20:00",3,"MN",27,0,1,0,0,550000,15000,46.3,-96.33,46.2872,-96.07,12.45,200,1,1,1,167,111,0,0,0
619257,2020,7,8,"2020-07-08","03:38:00",3,"MN",27,0,1,0,0,750000,50000,46.41,-95.96,46.4835,-95.5822,18.69,250,1,1,1,111,0,0,0,0
619258,2020,7,8,"2020-07-08","04:10:00",3,"MN",27,0,2,0,0,2e+05,10000,46.29,-95.49,46.3066,-95.422,2,300,1,1,1,111,0,0,0,0
619259,2020,7,8,"2020-07-08","15:04:00",3,"IL",17,0,-9,0,0,0,0,41.8236,-89.6574,41.8253,-89.6519,0.31,10,1,1,1,195,0,0,0,0
619260,2020,7,8,"2020-07-08","16:08:00",3,"MN",27,0,4,2,1,1600000,255000,46.09,-95.94,46.17,-95.7955,8.86,650,1,1,1,51,111,0,0,0
619261,2020,7,8,"2020-07-08","17:32:00",3,"MN",27,0,0,0,0,0,0,46.24,-95.52,46.24,-95.52,0.2,20,1,1,1,111,0,0,0,0
619262,2020,7,8,"2020-07-08","17:49:00",3,"CO",8,0,0,0,0,0,0,40.89,-102.07,40.89,-102.07,0.01,50,1,1,1,115,0,0,0,0
619263,2020,7,8,"2020-07-08","17:50:00",3,"NE",31,0,-9,0,0,0,0,40.85,-101.8157,40.85,-101.8138,0.1,10,1,1,1,135,0,0,0,0
619264,2020,7,8,"2020-07-08","17:55:00",3,"NE",31,0,-9,0,0,0,0,40.8279,-102.03,40.8279,-102.03,0.1,10,1,1,1,135,0,0,0,0
619265,2020,7,8,"2020-07-08","17:59:00",3,"CO",8,0,0,0,0,0,0,40.8218,-102.1507,40.8218,-102.1507,0.01,50,1,1,1,115,0,0,0,0
619266,2020,7,8,"2020-07-08","18:01:00",3,"NE",31,0,-9,0,0,0,0,40.85,-101.7583,40.85,-101.7583,0.1,10,1,1,1,135,0,0,0,0
619267,2020,7,8,"2020-07-08","18:04:00",3,"CO",8,0,0,0,0,0,0,40.8513,-102.132,40.8513,-102.132,0.01,50,1,1,1,95,0,0,0,0
619268,2020,7,8,"2020-07-08","18:04:00",3,"CO",8,0,0,0,0,0,0,40.8655,-102.2277,40.8655,-102.2277,0.01,50,1,1,1,115,0,0,0,0
619269,2020,7,8,"2020-07-08","18:10:00",3,"CO",8,0,0,0,0,0,0,40.83,-102.14,40.83,-102.14,0.01,50,1,1,1,115,0,0,0,0
619270,2020,7,8,"2020-07-08","18:15:00",3,"MN",27,0,0,0,0,10000,0,46.2639,-93.9951,46.333,-93.8769,7.39,50,1,1,1,35,0,0,0,0
619271,2020,7,8,"2020-07-08","18:19:00",3,"CO",8,0,0,0,0,0,0,40.8515,-102.132,40.8515,-102.132,0.01,50,1,1,1,115,0,0,0,0
619272,2020,7,8,"2020-07-08","18:55:00",3,"NE",31,0,-9,0,0,0,0,42.0524,-100.58,42.0524,-100.58,0.1,10,1,1,1,171,0,0,0,0
619273,2020,7,8,"2020-07-08","22:29:00",3,"NE",31,0,0,0,0,2e+05,0,41.33,-97.7,41.34,-97.62,4.21,130,1,1,1,121,0,0,0,0
619402,2020,8,10,"2020-08-10","10:30:00",3,"IA",19,0,-9,0,0,0,500,42.0016,-93.0701,41.9977,-93.0508,1.03,50,1,1,1,127,0,0,0,0
619403,2020,8,10,"2020-08-10","10:36:00",3,"IA",19,0,-9,0,0,0,500,42.125,-93.0684,42.1223,-93.0609,0.42,50,1,1,1,127,0,0,0,0
619404,2020,8,10,"2020-08-10","10:39:00",3,"IA",19,0,1,0,0,20000,1500,42.0907,-92.9778,42.079,-92.9238,2.88,100,1,1,1,127,0,0,0,0
619405,2020,8,10,"2020-08-10","11:01:00",3,"IA",19,0,-9,0,0,0,1000,42.1598,-92.6208,42.145,-92.5999,1.48,40,1,1,1,171,0,0,0,0
619406,2020,8,10,"2020-08-10","11:31:00",3,"IA",19,0,-9,0,0,0,0,41.9063,-91.729,41.903,-91.7121,0.92,40,1,1,1,113,0,0,0,0
619407,2020,8,10,"2020-08-10","11:32:00",3,"WI",55,0,0,0,0,15000,0,42.694,-90.8312,42.6947,-90.8204,0.55,50,1,1,1,43,0,0,0,0
619408,2020,8,10,"2020-08-10","13:12:00",3,"IL",17,0,0,0,0,0,0,42.2119,-89.6884,42.2697,-89.6446,4.59,50,1,1,1,177,0,0,0,0
619409,2020,8,10,"2020-08-10","13:37:00",3,"IL",17,0,0,0,0,0,0,42.2495,-89.1332,42.262,-89.1073,1.58,50,1,1,1,201,0,0,0,0
619410,2020,8,10,"2020-08-10","13:47:00",3,"IL",17,0,1,0,0,0,0,42.2806,-89.022,42.3692,-88.8891,9.18,300,1,1,1,201,7,0,0,0
619411,2020,8,10,"2020-08-10","13:50:00",3,"IL",17,0,0,0,0,0,0,42.0962,-88.9266,42.1244,-88.8101,6.28,40,1,1,1,37,0,0,0,0
619412,2020,8,10,"2020-08-10","13:59:00",3,"IL",17,0,1,0,0,0,0,41.3534,-88.8448,41.3523,-88.8275,0.9,150,1,1,1,99,0,0,0,0
619413,2020,8,10,"2020-08-10","14:05:00",3,"IL",17,0,1,0,0,0,0,42.1808,-88.6548,42.2233,-88.5587,5.73,200,1,1,1,111,0,0,0,0
619414,2020,8,10,"2020-08-10","14:12:00",3,"IL",17,0,1,0,0,0,0,41.9173,-88.5605,41.9179,-88.537,1.21,40,1,1,1,89,0,0,0,0
619415,2020,8,10,"2020-08-10","14:15:00",3,"IL",17,0,1,0,0,0,0,41.6212,-88.455,41.5658,-88.1865,14.45,250,1,1,1,93,197,0,0,0
619416,2020,8,10,"2020-08-10","14:35:00",3,"IL",17,0,1,0,0,0,0,41.8673,-88.1038,41.8685,-88.097,0.36,100,1,1,1,43,0,0,0,0
619417,2020,8,10,"2020-08-10","14:38:00",3,"WI",55,0,0,0,0,12000,0,42.5568,-88.4463,42.5933,-88.4047,3.29,50,1,1,1,127,0,0,0,0
619418,2020,8,10,"2020-08-10","14:39:00",3,"IL",17,0,1,0,0,0,0,41.8851,-88.0166,41.9004,-87.9803,2.15,200,1,1,1,43,0,0,0,0
619419,2020,8,10,"2020-08-10","14:41:00",3,"IL",17,0,1,0,0,250000,0,42.475,-88.1895,42.5465,-88.1143,6.25,150,2,0,1,0,0,0,0,0
619419,2020,8,10,"2020-08-10","14:41:00",3,"IL",17,0,1,0,0,0,0,42.475,-88.1895,42.4954,-88.1691,1.75,150,2,1,2,97,0,0,0,0
619419,2020,8,10,"2020-08-10","14:45:00",3,"WI",55,0,1,0,0,250000,0,42.4954,-88.1691,42.5465,-88.1143,4.5,150,2,1,2,59,0,0,0,0
619420,2020,8,10,"2020-08-10","14:54:00",3,"IL",17,0,1,0,0,0,0,41.618,-87.7868,41.6182,-87.6931,4.84,300,1,1,1,31,0,0,0,0
619421,2020,8,10,"2020-08-10","14:57:00",3,"IL",17,0,0,0,0,0,0,41.4693,-87.7017,41.4801,-87.6665,1.97,350,1,1,1,31,0,0,0,0
619422,2020,8,10,"2020-08-10","14:59:00",3,"IL",17,0,1,0,0,0,0,42.0087,-87.724,42.0168,-87.6628,3.19,300,1,1,1,31,0,0,0,0
619423,2020,8,10,"2020-08-10","15:04:00",3,"IL",17,0,0,0,0,0,0,41.2431,-87.6638,41.2369,-87.6368,1.47,150,1,1,1,91,0,0,0,0
619424,2020,8,10,"2020-08-10","15:05:00",3,"NY",36,0,1,0,0,75000,10000,43.28,-73.414,43.26,-73.425,1.5,100,1,1,1,115,0,0,0,0
619425,2020,8,10,"2020-08-10","15:15:00",3,"IN",18,0,0,0,0,0,0,40.8507,-87.4421,40.8502,-87.4256,0.86,40,1,1,1,111,0,0,0,0
619426,2020,8,10,"2020-08-10","16:32:00",3,"IN",18,0,1,0,0,0,0,41.5076,-86.1222,41.5072,-86.0756,2.41,100,1,1,1,141,0,0,0,0
619427,2020,8,10,"2020-08-10","16:55:00",3,"IN",18,0,1,0,0,0,0,41.3434,-85.713,41.323,-85.6598,3.1,100,1,1,1,85,0,0,0,0
619428,2020,8,10,"2020-08-10","17:43:00",3,"IN",18,0,0,0,0,0,0,41.139,-85.9672,41.1396,-85.9628,0.23,50,1,1,1,85,0,0,0,0
619429,2020,8,11,"2020-08-11","17:52:00",3,"WY",56,0,0,0,0,0,0,43.1176,-108.5544,43.1153,-108.5524,0.19,20,1,1,1,13,0,0,0,0
619430,2020,8,13,"2020-08-13","18:25:00",3,"NE",31,0,0,0,0,0,0,42.66,-100.06,42.66,-100.06,0.1,10,1,1,1,17,0,0,0,0
619431,2020,8,13,"2020-08-13","19:04:00",3,"MN",27,0,1,0,0,0,0,48.07,-96.04,48.0988,-96.0067,2,120,1,1,1,113,0,0,0,0
619432,2020,8,13,"2020-08-13","19:44:00",3,"MN",27,0,0,0,0,0,0,47.42,-96.27,47.42,-96.27,0.1,30,1,1,1,107,0,0,0,0
619433,2020,8,14,"2020-08-14","14:30:00",3,"CA",6,0,1,0,0,0,0,39.7313,-120.1284,39.7301,-120.1209,0.43,137,1,1,1,35,0,0,0,0
619434,2020,8,14,"2020-08-14","14:37:00",3,"MN",27,0,0,0,0,0,0,45.97,-96.19,45.9793,-96.1,4,50,1,1,1,51,0,0,0,0
619435,2020,8,14,"2020-08-14","14:38:00",3,"MN",27,0,0,0,0,0,0,45.97,-96.24,45.97,-96.24,0.4,30,1,1,1,51,0,0,0,0
619436,2020,8,14,"2020-08-14","14:39:00",3,"MN",27,0,0,0,0,0,0,45.95,-96.12,45.95,-96.12,1,40,1,1,1,51,0,0,0,0
619437,2020,8,14,"2020-08-14","14:42:00",3,"MN",27,0,2,0,0,0,0,45.91,-96.08,46.0332,-95.8645,13.4,150,1,1,1,51,0,0,0,0
619438,2020,8,14,"2020-08-14","14:50:00",3,"MN",27,0,1,0,0,0,0,45.85,-95.85,45.8567,-95.8159,1.71,150,1,1,1,51,0,0,0,0
