"om","yr","mo","dy","date","time","tz","st","stf","stn","mag","inj","fat","loss","closs","slat","slon","elat","elon","len","wid","ns","sn","sg","f1","f2","f3","f4"
657447,2020,10,23,"2020-10-23","14:31:00",3,"OH",39,0,0.75,0,0,0,0,41.41,-84.12,41.41,-84.12,0,0,0,0,0,69,0,0,0
657448,2020,10,23,"2020-10-23","14:45:00",3,"KY",21,0,1,0,0,0,0,36.8933,-87.1139,36.8933,-87.1139,0,0,0,0,0,219,0,0,0
657449,2020,10,23,"2020-10-23","14:55:00",3,"IN",18,0,1,0,0,0,0,38.79,-86.41,38.79,-86.41,0,0,0,0,0,93,0,0,0
657450,2020,10,23,"2020-10-23","15:05:00",3,"OH",39,0,0.75,0,0,0,0,41.6366,-83.5163,41.6366,-83.5163,0,0,0,0,0,95,0,0,0
657451,2020,10,23,"2020-10-23","15:09:00",3,"TN",47,0,1,0,0,0,0,36,-88.3842,36,-88.3842,0,0,0,0,0,17,0,0,0
657452,2020,10,23,"2020-10-23","15:20:00",3,"OH",39,0,0.75,0,0,0,0,41.32,-83.65,41.32,-83.65,0,0,0,0,0,173,0,0,0
657453,2020,10,23,"2020-10-23","15:22:00",3,"OH",39,0,0.75,0,0,0,0,41.02,-84.04,41.02,-84.04,0,0,0,0,0,137,0,0,0
657454,2020,10,23,"2020-10-23","15:35:00",3,"IN",18,0,1,0,0,0,0,38.4572,-85.9257,38.4572,-85.9257,0,0,0,0,0,19,0,0,0
657455,2020,10,23,"2020-10-23","15:50:00",3,"TN",47,0,1,0,0,0,0,36.2991,-87.2371,36.2991,-87.2371,0,0,0,0,0,43,0,0,0
657456,2020,10,23,"2020-10-23","15:51:00",3,"IN",18,0,1.5,0,0,0,0,38.4068,-85.7744,38.4068,-85.7744,0,0,0,0,0,19,0,0,0
657457,2020,10,23,"2020-10-23","15:58:00",3,"OH",39,0,1,0,0,0,0,41.3624,-81.6358,41.3624,-81.6358,0,0,0,0,0,35,0,0,0
657458,2020,10,23,"2020-10-23","16:27:00",3,"OH",39,0,1,0,0,0,0,41.442,-81.8645,41.442,-81.8645,0,0,0,0,0,35,0,0,0
657459,2020,10,23,"2020-10-23","16:32:00",3,"OH",39,0,1,0,0,0,0,41.3923,-82.5574,41.3923,-82.5574,0,0,0,0,0,43,0,0,0
657460,2020,10,23,"2020-10-23","16:36:00",3,"OH",39,0,1,0,0,0,0,41.4776,-81.7901,41.4776,-81.7901,0,0,0,0,0,35,0,0,0
657461,2020,10,23,"2020-10-23","19:45:00",3,"OH",39,0,0.75,0,0,0,0,39.92,-82.77,39.92,-82.77,0,0,0,0,0,45,0,0,0
657394,2020,10,4,"2020-10-04","18:20:00",3,"PA",42,0,0.75,0,0,0,0,40.33,-80.17,40.33,-80.17,0,0,0,0,0,125,0,0,0
657395,2020,10,7,"2020-10-07","13:28:00",3,"NY",36,0,0.75,0,0,0,0,42.97,-74.15,42.97,-74.15,0,0,0,0,0,57,0,0,0
657396,2020,10,7,"2020-10-07","15:11:00",3,"MA",25,0,0.75,0,0,0,0,42.3035,-72.7526,42.3035,-72.7526,0,0,0,0,0,15,0,0,0
657397,2020,10,7,"2020-10-07","15:51:00",3,"MA",25,0,0.75,0,0,0,0,42.36,-71.95,42.36,-71.95,0,0,0,0,0,27,0,0,0
657466,2020,11,10,"2020-11-10","13:13:00",3,"IL",17,0,1,0,0,0,0,40.1493,-91.4202,40.1493,-91.4202,0,0,0,0,0,1,0,0,0
657467,2020,11,10,"2020-11-10","14:35:00",3,"IL",17,0,1,0,0,0,0,40.97,-90.38,40.97,-90.38,0,0,0,0,0,95,0,0,0
657468,2020,11,10,"2020-11-10","15:35:00",3,"IL",17,0,1,0,0,0,0,42.2657,-89.2413,42.2657,-89.2413,0,0,0,0,0,201,0,0,0
657469,2020,11,10,"2020-11-10","15:46:00",3,"IL",17,0,1.25,0,0,0,0,42.46,-89.07,42.46,-89.07,0,0,0,0,0,201,0,0,0
657470,2020,11,10,"2020-11-10","15:46:00",3,"IL",17,0,1,0,0,0,0,42.41,-89.01,42.3998,-88.9961,0,0,0,0,0,201,0,0,0
657471,2020,11,14,"2020-11-14","17:38:00",3,"OK",40,0,0.88,0,0,0,0,36.9909,-94.7288,36.9909,-94.7288,0,0,0,0,0,115,0,0,0
657472,2020,11,14,"2020-11-14","18:05:00",3,"MO",29,0,1,0,0,0,0,37.18,-94.31,37.18,-94.31,0,0,0,0,0,97,0,0,0
657473,2020,11,14,"2020-11-14","18:13:00",3,"MO",29,0,0.75,0,0,0,0,38.75,-93.84,38.75,-93.84,0,0,0,0,0,101,0,0,0
657474,2020,11,14,"2020-11-14","19:12:00",3,"MO",29,0,1.25,0,0,0,0,38.36,-94.11,38.36,-94.11,0,0,0,0,0,13,0,0,0
657475,2020,11,14,"2020-11-14","19:23:00",3,"MO",29,0,1,0,0,0,0,38.39,-93.8,38.39,-93.8,0,0,0,0,0,83,0,0,0
657476,2020,11,14,"2020-11-14","19:58:00",3,"MO",29,0,1,0,0,0,0,37.88,-92.12,37.88,-92.12,0,0,0,0,0,169,0,0,0
657477,2020,11,14,"2020-11-14","21:46:00",3,"MO",29,0,1.75,0,0,0,0,36.8608,-92.3608,36.8608,-92.3608,0,0,0,0,0,67,0,0,0
657478,2020,11,15,"2020-11-15","12:20:00",3,"OH",39,0,0.88,0,0,0,0,41.69,-81.34,41.69,-81.34,0,0,0,0,0,85,0,0,0
657479,2020,11,18,"2020-11-18","18:15:00",3,"CA",6,0,0.88,0,0,0,0,38.18,-120.83,38.18,-120.83,0,0,0,0,0,9,0,0,0
657480,2020,11,24,"2020-11-24","13:32:00",3,"OK",40,0,1,0,0,0,0,36.62,-100.78,36.62,-100.78,0,0,0,0,0,7,0,0,0
657481,2020,11,24,"2020-11-24","13:46:00",3,"TX",48,0,1.75,0,0,0,0,35.74,-100.69,35.74,-100.69,0,0,0,0,0,393,0,0,0
657482,2020,11,24,"2020-11-24","14:05:00",3,"TX",48,0,1,0,0,0,0,35.9,-100.39,35.9,-100.39,0,0,0,0,0,211,0,0,0
657483,2020,11,24,"2020-11-24","14:18:00",3,"TX",48,0,0.88,0,0,0,0,35.53,-100.44,35.53,-100.44,0,0,0,0,0,483,0,0,0
657484,2020,11,24,"2020-11-24","14:18:00",3,"TX",48,0,1,0,0,0,0,36.01,-100.26,36.01,-100.26,0,0,0,0,0,211,0,0,0
657485,2020,11,24,"2020-11-24","14:20:00",3,"TX",48,0,1,0,0,0,0,36.48,-100.13,36.48,-100.13,0,0,0,0,0,295,0,0,0
657486,2020,11,24,"2020-11-24","15:06:00",3,"TX",48,0,1.25,0,0,0,0,35.59,-101.63,35.59,-101.63,0,0,0,0,0,375,0,0,0
657487,2020,11,24,"2020-11-24","15:08:00",3,"OK",40,0,1,0,0,0,0,36.79,-99.69,36.79,-99.69,0,0,0,0,0,59,0,0,0
657488,2020,11,24,"2020-11-24","15:28:00",3,"OK",40,0,1,0,0,0,0,35.35,-99.1,35.35,-99.1,0,0,0,0,0,149,0,0,0
657489,2020,11,24,"2020-11-24","15:30:00",3,"KS",20,0,0.88,0,0,0,0,37.83,-99.66,37.83,-99.66,0,0,0,0,0,57,0,0,0
657490,2020,11,24,"2020-11-24","15:51:00",3,"OK",40,0,1,0,0,0,0,35.49,-98.97,35.49,-98.97,0,0,0,0,0,39,0,0,0
657491,2020,11,24,"2020-11-24","18:24:00",3,"OK",40,0,0.88,0,0,0,0,35.89,-97.42,35.89,-97.42,0,0,0,0,0,83,0,0,0
657492,2020,11,24,"2020-11-24","18:25:00",3,"OK",40,0,1.25,0,0,0,0,35.87,-97.42,35.87,-97.42,0,0,0,0,0,83,0,0,0
657493,2020,11,24,"2020-11-24","18:33:00",3,"OK",40,0,1.75,0,0,25000,0,36.6953,-96.7315,36.6953,-96.7315,0,0,0,0,0,113,0,0,0
657494,2020,11,24,"2020-11-24","18:45:00",3,"OK",40,0,1,0,0,0,0,36.506,-96.7113,36.506,-96.7113,0,0,0,0,0,113,0,0,0
657495,2020,11,24,"2020-11-24","19:05:00",3,"OK",40,0,0.75,0,0,0,0,36.412,-96.3935,36.412,-96.3935,0,0,0,0,0,113,0,0,0
657496,2020,11,24,"2020-11-24","19:06:00",3,"OK",40,0,0.75,0,0,0,0,35.85,-97.02,35.85,-97.02,0,0,0,0,0,81,0,0,0
657497,2020,11,24,"2020-11-24","19:30:00",3,"OK",40,0,1.75,0,0,50000,0,36.75,-96,36.75,-96,0,0,0,0,0,147,0,0,0
657498,2020,11,24,"2020-11-24","19:35:00",3,"OK",40,0,1.75,0,0,25000,0,36.8998,-95.9264,36.8998,-95.9264,0,0,0,0,0,147,0,0,0
657499,2020,11,24,"2020-11-24","19:40:00",3,"OK",40,0,1.5,0,0,15000,0,36.9151,-95.8087,36.9151,-95.8087,0,0,0,0,0,105,0,0,0
657500,2020,11,24,"2020-11-24","19:50:00",3,"OK",40,0,1.75,0,0,15000,0,34.9444,-96.0079,34.9444,-96.0079,0,0,0,0,0,121,0,0,0
657501,2020,11,24,"2020-11-24","19:50:00",3,"KS",20,0,1,0,0,0,0,37.03,-95.82,37.03,-95.82,0,0,0,0,0,125,0,0,0
657502,2020,11,24,"2020-11-24","19:57:00",3,"OK",40,0,1,0,0,0,0,34.88,-96.0206,34.88,-96.0206,0,0,0,0,0,121,0,0,0
657503,2020,11,24,"2020-11-24","19:59:00",3,"KS",20,0,0.75,0,0,0,0,37.04,-95.62,37.04,-95.62,0,0,0,0,0,125,0,0,0
657504,2020,11,24,"2020-11-24","20:12:00",3,"OK",40,0,1,0,0,0,0,34.9755,-95.7567,34.9755,-95.7567,0,0,0,0,0,121,0,0,0
657505,2020,11,24,"2020-11-24","20:15:00",3,"KS",20,0,1.5,0,0,0,0,37.05,-95.37,37.05,-95.37,0,0,0,0,0,99,0,0,0
657506,2020,11,24,"2020-11-24","20:19:00",3,"KS",20,0,1.25,0,0,0,0,37.06,-95.36,37.06,-95.36,0,0,0,0,0,99,0,0,0
657507,2020,11,24,"2020-11-24","20:28:00",3,"KS",20,0,0.88,0,0,0,0,37.06,-95.22,37.06,-95.22,0,0,0,0,0,99,0,0,0
657508,2020,11,24,"2020-11-24","20:30:00",3,"KS",20,0,1.25,0,0,0,0,37.06,-95.22,37.06,-95.22,0,0,0,0,0,99,0,0,0
657509,2020,11,24,"2020-11-24","20:36:00",3,"KS",20,0,0.75,0,0,0,0,37.16,-95.11,37.16,-95.11,0,0,0,0,0,99,0,0,0
657510,2020,11,24,"2020-11-24","20:43:00",3,"KS",20,0,1,0,0,0,0,37.17,-95.03,37.17,-95.03,0,0,0,0,0,21,0,0,0
657511,2020,11,24,"2020-11-24","21:05:00",3,"MO",29,0,1,0,0,0,0,37,-94.62,37,-94.62,0,0,0,0,0,145,0,0,0
657512,2020,11,26,"2020-11-26","17:32:00",3,"AL",1,0,0.88,0,0,0,0,31.31,-85.85,31.31,-85.85,0,0,0,0,0,31,0,0,0
657513,2020,11,26,"2020-11-26","17:33:00",3,"AL",1,0,1,0,0,0,0,31.32,-85.85,31.32,-85.85,0,0,0,0,0,31,0,0,0
657514,2020,11,27,"2020-11-27","08:15:00",3,"LA",22,0,0.75,0,0,0,0,32.78,-91.79,32.78,-91.79,0,0,0,0,0,67,0,0,0
657462,2020,11,9,"2020-11-09","16:50:00",3,"KS",20,0,0.88,0,0,0,0,37.76,-99.97,37.76,-99.97,0,0,0,0,0,57,0,0,0
657463,2020,11,9,"2020-11-09","16:50:00",3,"KS",20,0,1,0,0,0,0,37.78,-99.999,37.78,-99.999,0,0,0,0,0,57,0,0,0
657464,2020,11,9,"2020-11-09","19:08:00",3,"KS",20,0,1.25,0,0,0,0,37.79,-99.83,37.79,-99.83,0,0,0,0,0,57,0,0,0
657465,2020,11,9,"2020-11-09","19:45:00",3,"KS",20,0,1,0,0,0,0,37.78,-100.05,37.78,-100.05,0,0,0,0,0,57,0,0,0
657520,2020,12,29,"2020-12-29","19:45:00",3,"TX",48,0,0.88,0,0,0,0,33.68,-101.38,33.68,-101.38,0,0,0,0,0,107,0,0,0
657515,2020,12,7,"2020-12-07","14:00:00",3,"SC",45,0,0.7,0,0,10,10,34.69,-80.7,34.69,-80.7,0,0,0,0,0,57,0,0,0
657516,2020,12,7,"2020-12-07","14:38:00",3,"SC",45,0,0.25,0,0,10,10,33.52,-81.96,33.52,-81.96,0,0,0,0,0,3,0,0,0
657517,2020,12,7,"2020-12-07","14:40:00",3,"SC",45,0,0.25,0,0,10,10,33.54,-81.97,33.54,-81.97,0,0,0,0,0,3,0,0,0
657518,2020,12,7,"2020-12-07","14:45:00",3,"SC",45,0,0.25,0,0,10,10,33.78,-81.85,33.78,-81.85,0,0,0,0,0,37,0,0,0
657519,2020,12,7,"2020-12-07","14:51:00",3,"SC",45,0,0.25,0,0,10,10,34.11,-80.71,34.11,-80.71,0,0,0,0,0,55,0,0,0
649851,2020,1,10,"2020-01-10","07:42:00",3,"OK",40,0,1.75,0,0,0,0,35.9,-99.43,35.9,-99.43,0,0,0,0,0,129,0,0,0
649852,2020,1,10,"2020-01-10","08:10:00",3,"OK",40,0,1,0,0,0,0,36.1,-99.24,36.1,-99.24,0,0,0,0,0,43,0,0,0
649853,2020,1,10,"2020-01-10","08:15:00",3,"OK",40,0,1,0,0,0,0,36.19,-98.74,36.19,-98.74,0,0,0,0,0,93,0,0,0
649854,2020,1,10,"2020-01-10","08:20:00",3,"OK",40,0,1,0,0,0,0,36.23,-99.17,36.23,-99.17,0,0,0,0,0,153,0,0,0
649855,2020,1,10,"2020-01-10","09:45:00",3,"OK",40,0,1,0,0,0,0,35.89,-97.97,35.89,-97.97,0,0,0,0,0,73,0,0,0
649856,2020,1,10,"2020-01-10","09:45:00",3,"OK",40,0,1,0,0,0,0,35.86,-98.02,35.86,-98.02,0,0,0,0,0,73,0,0,0
649857,2020,1,10,"2020-01-10","10:23:00",3,"OK",40,0,1,0,0,0,0,36.25,-97.9,36.25,-97.9,0,0,0,0,0,47,0,0,0
649858,2020,1,10,"2020-01-10","11:35:00",3,"OK",40,0,1,0,0,0,0,36.1514,-95.946,36.1514,-95.946,0,0,0,0,0,143,0,0,0
649859,2020,1,10,"2020-01-10","11:36:00",3,"OK",40,0,1,0,0,0,0,36.069,-95.9585,36.069,-95.9585,0,0,0,0,0,143,0,0,0
649860,2020,1,10,"2020-01-10","11:38:00",3,"OK",40,0,0.75,0,0,0,0,36.179,-95.95,36.179,-95.95,0,0,0,0,0,143,0,0,0
649861,2020,1,10,"2020-01-10","14:40:00",3,"TX",48,0,1,0,0,0,0,33.77,-97.23,33.77,-97.23,0,0,0,0,0,97,0,0,0
649862,2020,1,10,"2020-01-10","15:02:00",3,"OK",40,0,1.75,0,0,15000,0,35.9106,-94.971,35.9106,-94.971,0,0,0,0,0,21,0,0,0
649863,2020,1,10,"2020-01-10","16:10:00",3,"AR",5,0,1,0,0,0,0,36.1866,-94.5391,36.1866,-94.5391,0,0,0,0,0,7,0,0,0
649864,2020,1,10,"2020-01-10","16:22:00",3,"AR",5,0,1.75,0,0,15000,0,36.3095,-94.4246,36.3095,-94.4246,0,0,0,0,0,7,0,0,0
649865,2020,1,10,"2020-01-10","16:24:00",3,"AR",5,0,1,0,0,0,0,36.1816,-94.4882,36.1816,-94.4882,0,0,0,0,0,7,0,0,0
649866,2020,1,10,"2020-01-10","16:25:00",3,"TX",48,0,0.88,0,0,0,0,31.98,-98.03,31.98,-98.03,0,0,0,0,0,193,0,0,0
649867,2020,1,10,"2020-01-10","16:33:00",3,"AR",5,0,1,0,0,0,0,36.3601,-94.2861,36.3601,-94.2861,0,0,0,0,0,7,0,0,0
649868,2020,1,10,"2020-01-10","16:50:00",3,"TX",48,0,1.25,0,0,0,0,30.66,-98.68,30.66,-98.68,0,0,0,0,0,299,0,0,0
649869,2020,1,10,"2020-01-10","17:08:00",3,"TX",48,0,1.75,0,0,1000,0,31.85,-97.98,31.85,-97.98,0,0,0,0,0,193,0,0,0
649870,2020,1,10,"2020-01-10","17:15:00",3,"TX",48,0,1,0,0,0,0,30.7508,-98.4546,30.7508,-98.4546,0,0,0,0,0,299,0,0,0
649871,2020,1,10,"2020-01-10","17:29:00",3,"MO",29,0,1,0,0,0,0,37.21,-93.36,37.21,-93.36,0,0,0,0,0,77,0,0,0
649872,2020,1,10,"2020-01-10","17:30:00",3,"MO",29,0,1,0,0,0,0,37.19,-93.37,37.19,-93.37,0,0,0,0,0,77,0,0,0
649873,2020,1,10,"2020-01-10","17:34:00",3,"MO",29,0,1,0,0,0,0,37.16,-93.34,37.16,-93.34,0,0,0,0,0,77,0,0,0
649874,2020,1,10,"2020-01-10","17:40:00",3,"MO",29,0,1.75,0,0,1e+06,0,37.21,-93.23,37.21,-93.23,0,0,0,0,0,77,0,0,0
649875,2020,1,10,"2020-01-10","17:42:00",3,"TX",48,0,1.5,0,0,3000,0,31.07,-98.18,31.07,-98.18,0,0,0,0,0,281,0,0,0
649876,2020,1,10,"2020-01-10","17:42:00",3,"MO",29,0,1.25,0,0,0,0,37.24,-93.26,37.24,-93.26,0,0,0,0,0,77,0,0,0
649877,2020,1,10,"2020-01-10","17:43:00",3,"MO",29,0,1,0,0,0,0,37.24,-93.26,37.24,-93.26,0,0,0,0,0,77,0,0,0
649878,2020,1,10,"2020-01-10","17:45:00",3,"TX",48,0,0.75,0,0,0,0,29.69,-99.17,29.69,-99.17,0,0,0,0,0,19,0,0,0
649879,2020,1,10,"2020-01-10","17:57:00",3,"MO",29,0,1,0,0,0,0,37.22,-93.24,37.22,-93.24,0,0,0,0,0,77,0,0,0
649880,2020,1,10,"2020-01-10","18:03:00",3,"TX",48,0,1.5,0,0,1000,0,32.6196,-97.2893,32.6196,-97.2893,0,0,0,0,0,439,0,0,0
649881,2020,1,10,"2020-01-10","18:10:00",3,"TX",48,0,1.3,0,0,0,0,31.237,-97.9099,31.237,-97.9099,0,0,0,0,0,99,0,0,0
649882,2020,1,10,"2020-01-10","18:30:00",3,"TX",48,0,1,0,0,0,0,31.43,-97.75,31.43,-97.75,0,0,0,0,0,99,0,0,0
649883,2020,1,10,"2020-01-10","18:46:00",3,"MO",29,0,1,0,0,0,0,37.68,-92.66,37.68,-92.66,0,0,0,0,0,105,0,0,0
649884,2020,1,10,"2020-01-10","19:00:00",3,"TX",48,0,1,0,0,0,0,33.1516,-96.916,33.1516,-96.916,0,0,0,0,0,121,0,0,0
649885,2020,1,10,"2020-01-10","19:06:00",3,"TX",48,0,0.88,0,0,0,0,29.59,-98.95,29.59,-98.95,0,0,0,0,0,19,0,0,0
649886,2020,1,10,"2020-01-10","19:20:00",3,"TX",48,0,1.25,0,0,0,0,29.17,-98.94,29.17,-98.94,0,0,0,0,0,325,0,0,0
649887,2020,1,10,"2020-01-10","19:23:00",3,"TX",48,0,1,0,0,0,0,30.1,-98.42,30.1,-98.42,0,0,0,0,0,31,0,0,0
649888,2020,1,10,"2020-01-10","19:24:00",3,"TX",48,0,0.88,0,0,0,0,30.69,-97.92,30.69,-97.92,0,0,0,0,0,491,0,0,0
649889,2020,1,10,"2020-01-10","19:26:00",3,"TX",48,0,1,0,0,0,0,30.13,-98.41,30.13,-98.41,0,0,0,0,0,31,0,0,0
649890,2020,1,10,"2020-01-10","19:29:00",3,"TX",48,0,0.88,0,0,0,0,29.59,-98.7,29.59,-98.7,0,0,0,0,0,29,0,0,0
649891,2020,1,10,"2020-01-10","19:40:00",3,"TX",48,0,0.75,0,0,0,0,30.24,-98.15,30.24,-98.15,0,0,0,0,0,209,0,0,0
